model,1,2,3,4,5,6
ElasticNet_DebiasM,0.24609375,0.42832167832167833,0.33639786786639936,0.5490909090909091,0.5482758620689655,0.44205495818399043
RandomForest_DebiasM,0.6866319444444444,0.47523310023310017,0.613330725218837,0.4727272727272727,0.4379310344827586,0.5101553166069295
TabPFN_DebiasM,0.38281249999999994,0.458041958041958,0.5233996772458311,0.5015584415584415,0.4706896551724138,0.4826762246117085
ElasticNet_ComBat,0.3598090277777778,0.5052447552447552,0.5764096043816325,0.43636363636363634,0.6120689655172414,0.5232974910394266
RandomForest_ComBat,0.3832465277777778,0.5064102564102564,0.5668736857548046,0.565064935064935,0.5172413793103448,0.6475507765830346
TabPFN_ComBat,0.2951388888888889,0.4557109557109557,0.588146119614651,0.48623376623376624,0.48275862068965514,0.5364396654719236
ElasticNet_MMUPHin,,,,,,
RandomForest_MMUPHin,,,,,,
TabPFN_MMUPHin,,,,,,
