model,1,2,3,4,5,6,7
ElasticNet_DebiasM,0.8472856418061897,0.8676351896690879,0.7943994104642593,0.5855957767722473,0.733125,0.793040293040293,0.7172131147540983
RandomForest_DebiasM,0.7678843226788432,0.7481840193704601,0.590825350036846,0.5993589743589745,0.6843750000000001,0.753996003996004,0.3634930643127365
TabPFN_DebiasM,0.8447488584474886,0.9168684422921711,0.8176123802505527,0.6794871794871795,0.72125,0.7557442557442557,0.7701765447667086
ElasticNet_ComBat,0.843226788432268,0.8870056497175142,0.8721444362564481,0.7812971342383107,0.785625,0.8238428238428238,0.7559899117276165
RandomForest_ComBat,0.8579401319127344,0.8498789346246973,0.8430361090641121,0.7145550527903469,0.8025,0.7885447885447885,0.778688524590164
TabPFN_ComBat,0.8627600202942669,0.8603712671509282,0.8492999263080324,0.7503770739064857,0.7787499999999999,0.8016983016983017,0.7887767969735183
ElasticNet_MMUPHin,,,,,,,
RandomForest_MMUPHin,,,,,,,
TabPFN_MMUPHin,,,,,,,
