1,2,3,4,5,6,model
0.681051921329699,0.5345352671961233,0.5745475113122172,0.6641025641025642,0.23268698060941828,0.5540540540540541,ElasticNet
0.661680468724428,0.6699604412104412,0.5751131221719458,0.6307692307692307,0.4321329639889197,0.5496712929145362,ElasticNet
0.6438578115282643,0.5197284291290887,0.5807895807895809,0.8205128205128206,0.40166204986149584,0.6833455076698319,ElasticNet
0.6994533730483454,0.6227284964328982,0.637160633484163,0.8392857142857142,0.4141274238227147,0.6872717311906501,ElasticNet
0.47749664495433863,0.48074269753668053,0.4902714932126696,0.4476923076923077,1.0,0.46356829802775756,ElasticNet
0.6339072370789826,0.5261727688787186,0.6631787330316743,0.6841025641025642,0.4259002770083103,0.567047619047619,ElasticNet
0.6334653530162678,0.5726881141472607,0.6289027149321267,0.7774358974358975,0.26177285318559557,0.600073046018992,ElasticNet
0.7400092191758858,0.6140967828779109,0.6055429864253393,0.7220512820512821,0.2409972299168975,0.5926771365960555,RandomForest
0.5326012241825144,0.682302206052206,0.5252545248868778,0.6102564102564103,0.5650969529085873,0.6121256391526662,RandomForest
0.5904716703217571,0.49014840489971734,0.5852462352462353,0.7748717948717948,0.5560941828254848,0.6911979547114683,RandomForest
0.685574940263821,0.5829771840086149,0.6419683257918551,0.8121428571428572,0.3261772853185596,0.7039810080350621,RandomForest
0.384455500638277,0.4523657289002557,0.4313631221719457,0.422051282051282,1.0,0.5262052593133675,RandomForest
0.5889496252168505,0.5366048593350383,0.5767533936651584,0.7046153846153846,0.7029085872576177,0.5433015873015873,RandomForest
0.6345455140584596,0.5676571543949388,0.6296380090497739,0.722051282051282,0.6433518005540166,0.7328341855368882,RandomForest
0.7314336486558709,0.5626430205949657,0.5911764705882354,0.762051282051282,0.18836565096952906,0.6175127830533236,TabPFN
0.5965434846649864,0.6971422383922384,0.5432692307692308,0.6143589743589744,0.6980609418282548,0.5829072315558802,TabPFN
0.618703152106314,0.5256932292367749,0.5589845339845341,0.7712820512820513,0.4085872576177285,0.6881848064280497,TabPFN
0.6784065988020032,0.5898337595907929,0.6027149321266969,0.7771428571428571,0.44598337950138506,0.6950328707085464,TabPFN
0.44951065431573434,0.477116704805492,0.4610859728506787,0.4287179487179487,0.9916666666666668,0.5776113951789628,TabPFN
0.6539229485123236,0.5058386054650693,0.6027714932126697,0.6492307692307693,0.37534626038781166,0.5948571428571429,TabPFN
0.6862623154724886,0.5691041862969444,0.6274321266968326,0.7528205128205128,0.3559556786703601,0.6906501095690285,TabPFN
