model,1,2,3
ElasticNet_DebiasM,0.7326127819548873,0.3982683982683982,0.8001302083333333
RandomForest_DebiasM,0.6766917293233082,0.591991341991342,0.8118489583333334
TabPFN_DebiasM,0.7507048872180451,0.5768398268398268,0.7552083333333334
ElasticNet_ComBat,0.7662124060150377,0.45562770562770566,0.7102864583333335
RandomForest_ComBat,0.7549342105263158,0.5974025974025974,0.8040364583333333
TabPFN_ComBat,0.7481203007518796,0.5952380952380952,0.7845052083333334
ElasticNet_MMUPHin,,,
RandomForest_MMUPHin,,,
TabPFN_MMUPHin,,,
